,CreatedDate,Title
911,2009-04-01T06:56:15.000+0000,Sistemi per lo sviluppo dei sistemi applicativi
912,2009-04-01T06:56:15.000+0000,Area gestione sistemi - PENSIONE
913,2009-04-01T06:56:15.000+0000,Condirettore Tecnico
914,2009-04-01T06:56:15.000+0000,Systems Manager
915,2009-04-01T06:56:15.000+0000,Ingegnere Condirettore Servizio Ela
916,2009-04-01T06:56:15.000+0000,Application Dev Manager
917,2009-04-01T06:56:15.000+0000,Ufficio acquisti Divisione Architettura Infrastruttura e Sicurezza
918,2009-04-01T06:56:15.000+0000,Systems Engineer DB2
919,2009-04-01T07:22:53.000+0000,Capo Divisione
920,2010-03-10T10:14:01.000+0000,Settore schedulazione
921,2010-03-17T14:29:18.000+0000,Responsabile Area IT
922,2010-08-05T08:47:19.000+0000,IT Manager
923,2010-10-05T19:59:15.000+0000,Area SI
924,2015-05-21T20:39:11.000+0000,"Infrastructure and Operations\Director, Information Technology"
925,2015-11-24T22:54:29.000+0000,Application Development Systems Programmer
926,2015-11-25T04:37:59.000+0000,Application Development Systems Programmer
927,2015-12-15T19:15:03.000+0000,VP of IT
928,2015-12-15T19:25:03.000+0000,IT Operations Manager
929,2016-01-08T20:44:26.000+0000,Systems Architect III
930,2017-01-25T18:29:01.000+0000,Database Analyst
931,2017-02-01T22:10:22.000+0000,Database Administrator
932,2019-10-15T18:49:13.000+0000,dba
933,2010-01-07T19:17:49.000+0000,Senior IS Manager
934,2014-09-09T12:44:28.000+0000,Technology Director
935,2016-06-17T17:14:13.000+0000,Procurement Specialist
936,2020-01-07T03:22:46.000+0000,ITSM Program Manager
937,2009-04-01T07:13:12.000+0000,Senior Systems Programmer
938,2009-04-01T07:16:35.000+0000,Manager Computer Operations
939,2009-04-01T07:16:43.000+0000,Procurement
940,2009-04-01T07:17:02.000+0000,Manager - Micro Services
941,2009-04-01T07:17:02.000+0000,Mgm MF Integrations Group
942,2009-04-01T07:17:02.000+0000,Deputy Director of Operations
943,2009-04-01T07:17:33.000+0000,Security Administrator
944,2009-04-01T07:17:54.000+0000,Procurement Officer
945,2009-04-01T07:35:30.000+0000,Dba (contract)
946,2009-05-04T13:10:32.000+0000,Executive Director Procurement and Contract Administration
947,2010-01-20T18:34:49.000+0000,CIO
948,2010-03-19T15:28:24.000+0000,Director Procurement
949,2010-11-23T22:25:34.000+0000,Sr. Data Center Manager
950,2010-12-16T21:56:01.000+0000,Middleware System Analyst
951,2014-03-13T19:35:51.000+0000,Portfolio Manager
952,2014-03-21T15:32:31.000+0000,invalid email address
953,2014-03-21T15:33:49.000+0000,Mgm MF Integrations Group
954,2014-07-09T15:22:13.000+0000,Project Manager
955,2015-07-13T18:59:40.000+0000,Computer Specialist Operations
956,2015-08-05T18:43:43.000+0000,Computer Systems Manager – DB2 Systems Programmer
957,2015-11-24T00:19:03.000+0000,Other
958,2011-08-04T17:24:45.000+0000,Performance Analyst
959,2015-11-25T02:47:57.000+0000,CIO
960,2015-11-27T00:05:38.000+0000,IT Manager
961,2015-12-07T03:56:47.000+0000,IT Professional
962,2015-12-07T03:57:25.000+0000,Other
963,2015-12-08T02:47:38.000+0000,IT Director
964,2015-05-04T18:27:43.000+0000,Director of Open Systems
965,2009-04-27T18:17:24.000+0000,Computer Systems Manager
966,2016-02-23T19:04:03.000+0000,Other
967,2016-07-13T17:51:57.000+0000,Senior Procurement Analyst
968,2016-07-13T17:52:28.000+0000,DIrector of Enterprise Services
969,2016-07-13T17:52:58.000+0000,Application Support Manager
970,2016-07-13T17:53:36.000+0000,Director of Infrastructure
971,2016-07-13T17:55:40.000+0000,Computer Systems Manager
972,2016-07-13T17:56:46.000+0000,Operations Manager
973,2016-09-13T19:54:39.000+0000,Chief Information Security Officer
974,2017-01-10T13:26:00.000+0000,Agency Chief Contracting Officer
975,2017-03-21T16:01:15.000+0000,Sr Procurement Analyst
976,2018-01-16T16:26:13.000+0000,Sr SAN Administrator
977,2018-05-04T18:20:35.000+0000,Senior Procurement Analyst
978,2018-05-29T10:19:54.000+0000,Sr. Procurement Analyst
979,2018-08-10T16:09:29.000+0000,Assistant Executive Director & Lead Project Attorney
980,2009-07-08T19:14:22.000+0000,IT Director
981,2009-04-01T06:54:00.000+0000,Purchasing Manger
982,2009-04-01T07:06:06.000+0000,Director
983,2009-04-01T07:06:46.000+0000,Contract Analyst
984,2009-04-01T07:06:46.000+0000,Contract Analyst
985,2009-04-01T07:10:44.000+0000,IT Professional
986,2009-04-01T07:12:32.000+0000,Mgr. of Storage Mgt.
987,2009-04-01T07:29:11.000+0000,DBA/DB2
988,2009-04-28T20:23:20.000+0000,Mainframe System Services Director
989,2009-05-01T05:22:11.000+0000,Attorney
990,2009-05-18T20:44:52.000+0000,Infrastructure Director
991,2009-05-18T20:45:23.000+0000,Database Manager
992,2010-01-26T17:03:39.000+0000,Disaster Recovery Manager
993,2010-05-21T14:56:09.000+0000,CIO
994,2010-05-27T16:50:50.000+0000,Chief Contracting Officer
995,2011-05-18T14:32:04.000+0000,Remedy Support
996,2011-09-20T14:22:32.000+0000,Deputy Director
997,2011-12-07T18:42:12.000+0000,IMS DBA
998,2011-12-08T20:11:52.000+0000,Contract Analyst
